eventID,basisOfRecord,occurrenceID,scientificNameID,scientificName,taxonRank
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S01_001,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S01_002,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S01_005,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S01_006,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S02_001,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S02_002,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S02_005,lsid:marinespecies.org:taxname:106122,Balanus,Genus
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S02_006,lsid:marinespecies.org:taxname:106122,Balanus,Genus
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S02_007,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S02_008,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S03_001,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S03_002,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S03_005,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S03_006,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S04_001,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S04_002,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S04_005,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S04_006,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S05_001,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S05_002,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S05_003,lsid:marinespecies.org:taxname:143985,Ralfsia,Genus
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S05_004,lsid:marinespecies.org:taxname:143985,Ralfsia,Genus
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S05_007,lsid:marinespecies.org:taxname:106122,Balanus,Genus
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S05_008,lsid:marinespecies.org:taxname:106122,Balanus,Genus
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S05_009,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S05_010,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S06_001,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S06_002,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S06_005,lsid:marinespecies.org:taxname:106122,Balanus,Genus
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S06_006,lsid:marinespecies.org:taxname:106122,Balanus,Genus
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S06_007,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S06_008,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S07_001,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S07_002,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S07_003,lsid:marinespecies.org:taxname:143985,Ralfsia,Genus
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S07_004,lsid:marinespecies.org:taxname:143985,Ralfsia,Genus
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S07_007,lsid:marinespecies.org:taxname:106122,Balanus,Genus
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S07_008,lsid:marinespecies.org:taxname:106122,Balanus,Genus
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S07_009,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S07_010,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S08_001,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S08_002,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S08_005,lsid:marinespecies.org:taxname:106122,Balanus,Genus
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S08_006,lsid:marinespecies.org:taxname:106122,Balanus,Genus
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S08_007,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S08_008,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S09_001,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S09_002,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S09_005,lsid:marinespecies.org:taxname:106122,Balanus,Genus
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S09_006,lsid:marinespecies.org:taxname:106122,Balanus,Genus
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S09_007,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S09_008,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S10_001,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S10_002,lsid:marinespecies.org:taxname:234476,Ulva prolifera,Species
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S10_005,lsid:marinespecies.org:taxname:100728,Diadumene,Genus
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S10_006,lsid:marinespecies.org:taxname:100728,Diadumene,Genus
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S10_007,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S10_008,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S01_001,lsid:marinespecies.org:taxname:143995,Chaetomorpha,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S01_002,lsid:marinespecies.org:taxname:143995,Chaetomorpha,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S01_003,lsid:marinespecies.org:taxname:145984,Ulva lactuca,Species
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S01_004,lsid:marinespecies.org:taxname:145984,Ulva lactuca,Species
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S01_005,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S01_006,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S01_009,lsid:marinespecies.org:taxname:289437,Anthothoe chilensis,Species
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S01_010,lsid:marinespecies.org:taxname:289437,Anthothoe chilensis,Species
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S01_011,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S01_012,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S02_001,lsid:marinespecies.org:taxname:143995,Chaetomorpha,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S02_002,lsid:marinespecies.org:taxname:143995,Chaetomorpha,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S02_003,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S02_004,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S03_001,lsid:marinespecies.org:taxname:143995,Chaetomorpha,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S03_002,lsid:marinespecies.org:taxname:143995,Chaetomorpha,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S03_003,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S03_004,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S03_007,lsid:marinespecies.org:taxname:289437,Anthothoe chilensis,Species
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S03_008,lsid:marinespecies.org:taxname:289437,Anthothoe chilensis,Species
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S03_009,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S03_010,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S04_001,lsid:marinespecies.org:taxname:143995,Chaetomorpha,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S04_002,lsid:marinespecies.org:taxname:143995,Chaetomorpha,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S04_003,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S04_004,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S04_007,lsid:marinespecies.org:taxname:289437,Anthothoe chilensis,Species
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S04_008,lsid:marinespecies.org:taxname:289437,Anthothoe chilensis,Species
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S04_009,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S04_010,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S05_001,lsid:marinespecies.org:taxname:144007,Corallina,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S05_002,lsid:marinespecies.org:taxname:144007,Corallina,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S05_003,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S05_004,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S05_007,lsid:marinespecies.org:taxname:289437,Anthothoe chilensis,Species
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S05_008,lsid:marinespecies.org:taxname:289437,Anthothoe chilensis,Species
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S05_009,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S05_010,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S06_001,lsid:marinespecies.org:taxname:143995,Chaetomorpha,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S06_002,lsid:marinespecies.org:taxname:143995,Chaetomorpha,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S06_003,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S06_004,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S06_007,lsid:marinespecies.org:taxname:289437,Anthothoe chilensis,Species
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S06_008,lsid:marinespecies.org:taxname:289437,Anthothoe chilensis,Species
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S07_001,lsid:marinespecies.org:taxname:144007,Corallina,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S07_002,lsid:marinespecies.org:taxname:144007,Corallina,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S07_003,lsid:marinespecies.org:taxname:143995,Chaetomorpha,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S07_004,lsid:marinespecies.org:taxname:143995,Chaetomorpha,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S07_005,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S07_006,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S07_009,lsid:marinespecies.org:taxname:138228,Mytilus,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S07_010,lsid:marinespecies.org:taxname:138228,Mytilus,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S07_011,lsid:marinespecies.org:taxname:289437,Anthothoe chilensis,Species
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S07_012,lsid:marinespecies.org:taxname:289437,Anthothoe chilensis,Species
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S07_013,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S07_014,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S08_001,lsid:marinespecies.org:taxname:144007,Corallina,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S08_002,lsid:marinespecies.org:taxname:144007,Corallina,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S08_003,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S08_004,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S08_007,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S08_008,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S09_001,lsid:marinespecies.org:taxname:144007,Corallina,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S09_002,lsid:marinespecies.org:taxname:144007,Corallina,Genus
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S09_003,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S09_004,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S09_007,lsid:marinespecies.org:taxname:289437,Anthothoe chilensis,Species
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S09_008,lsid:marinespecies.org:taxname:289437,Anthothoe chilensis,Species
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S09_009,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S09_010,lsid:marinespecies.org:taxname:883,Polychaeta,Class
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S10_001,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
ARG_PMADRY_PCUEVA_RS_20221216_LOW,HumanObservation,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S10_002,lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division)
